Date,AAPL,AMZN,BAC,CVX,GLD,GOOGL,GS,IBIT,JNJ,JPM,META,MSFT,NVDA,PFE,SLV,TLT,TSLA,UNH,USO,WMT,XOM
2020-06-04,78.01980590820312,123.02999877929688,23.171154022216797,74.21605682373047,161.27999877929688,70.09346771240234,186.77386474609375,,124.20851135253906,90.85323333740234,224.3201141357422,173.86427307128906,8.726078987121582,25.390066146850586,16.540000915527344,130.9561309814453,57.62533187866211,267.849853515625,27.5,37.586631774902344,37.91469192504883
2020-06-05,80.24190521240234,124.1500015258789,24.321922302246094,77.70795440673828,158.00999450683594,71.36815643310547,189.46914672851562,,124.69102478027344,94.94178771972656,228.76112365722656,177.932373046875,8.878870964050293,25.375965118408203,16.200000762939453,130.0232696533203,59.04399871826172,280.22332763671875,28.8700008392334,37.41733932495117,40.988014221191406
2020-06-08,80.71631622314453,126.2030029296875,24.693981170654297,79.58108520507812,159.72000122070312,71.76564025878906,191.98179626464844,,124.24240112304688,96.83672332763672,229.38563537597656,179.03497314453125,8.764400482177734,25.799009323120117,16.59000015258789,130.5230712890625,63.327999114990234,278.0937805175781,28.3700008392334,37.31883239746094,42.26987075805664
2020-06-09,83.26518249511719,130.04299926757812,24.417097091674805,78.26295471191406,161.25999450683594,71.96585845947266,189.62564086914062,,123.55673217773438,94.35284423828125,236.5923309326172,180.40371704101562,9.004287719726562,25.531082153320312,16.420000076293945,132.00559997558594,62.711334228515625,277.85107421875,28.420000076293945,37.35269546508789,41.32778549194336
2020-06-10,85.40739440917969,132.37249755859375,23.015411376953125,75.21814727783203,163.57000732421875,72.59131622314453,185.64358520507812,,125.1142807006836,90.52888488769531,234.66921997070312,187.0951385498047,9.323559761047363,25.326614379882812,16.959999084472656,133.96290588378906,68.336669921875,274.7420349121094,28.43000030517578,37.29420852661133,39.11159133911133
2020-06-11,81.30694580078125,127.89800262451172,20.70521354675293,68.88958740234375,162.38999938964844,69.47891235351562,168.78509521484375,,119.24798583984375,82.97486877441406,222.47630310058594,177.04840087890625,8.755690574645996,23.47928810119629,16.440000534057617,136.49488830566406,64.85600280761719,254.9551544189453,26.360000610351562,36.96485137939453,35.6599006652832
2020-06-12,82.0089111328125,127.2509994506836,21.440671920776367,71.21752166748047,162.6199951171875,70.02507781982422,175.43630981445312,,120.33151245117188,85.24530792236328,226.59017944335938,178.4456787109375,8.89130973815918,23.79657745361328,16.280000686645508,135.178955078125,62.35200119018555,256.23114013671875,26.43000030517578,36.24149703979492,36.42435836791992
2020-06-15,83.02313995361328,128.63400268554688,21.76080894470215,70.32334899902344,162.3300018310547,70.41264343261719,179.3748779296875,,119.56963348388672,86.42325592041016,230.47605895996094,179.5863037109375,9.131447792053223,23.521595001220703,16.229999542236328,135.2538604736328,66.05999755859375,257.2465515136719,26.979999542236328,36.34614944458008,36.401187896728516
2020-06-16,85.22341918945312,130.7635040283203,22.323219299316406,72.48169708251953,162.25,71.68783569335938,182.22666931152344,,122.28697204589844,87.1146240234375,233.59861755371094,183.98704528808594,9.02668571472168,23.549795150756836,16.260000228881836,133.17999267578125,65.47533416748047,263.2850646972656,27.639999389648438,36.829410552978516,37.2197265625
2020-06-17,85.10480499267578,132.0489959716797,21.631023406982422,70.56230926513672,162.55999755859375,71.9886703491211,179.27059936523438,,121.91449737548828,84.9124526977539,233.4796905517578,184.62384033203125,9.193410873413086,23.662609100341797,16.329999923706055,133.72967529296875,66.11933135986328,262.9256591796875,27.280000686645508,36.6385612487793,36.007381439208984
