tournament_year,group_name,team,team_order,team_fifaCode,team_flagCode,team_flagUrl
2006,Group G,South Korea,3,KOR,kr,https://flagcdn.com/w80/kr.png
2006,Group G,Togo,4,TOG,tg,https://flagcdn.com/w80/tg.png
2006,Group H,Spain,1,ESP,es,https://flagcdn.com/w80/es.png
2006,Group H,Ukraine,2,UKR,ua,https://flagcdn.com/w80/ua.png
2006,Group H,Tunisia,3,TUN,tn,https://flagcdn.com/w80/tn.png
2006,Group H,Saudi Arabia,4,KSA,sa,https://flagcdn.com/w80/sa.png
2010,Group A,South Africa,1,RSA,za,https://flagcdn.com/w80/za.png
2010,Group A,Mexico,2,MEX,mx,https://flagcdn.com/w80/mx.png
2010,Group A,Uruguay,3,URU,uy,https://flagcdn.com/w80/uy.png
2010,Group A,France,4,FRA,fr,https://flagcdn.com/w80/fr.png
2010,Group B,Argentina,1,ARG,ar,https://flagcdn.com/w80/ar.png
2010,Group B,Nigeria,2,NGA,ng,https://flagcdn.com/w80/ng.png
2010,Group B,South Korea,3,KOR,kr,https://flagcdn.com/w80/kr.png
2010,Group B,Greece,4,GRE,gr,https://flagcdn.com/w80/gr.png
2010,Group C,England,1,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
2010,Group C,USA,2,USA,us,https://flagcdn.com/w80/us.png
2010,Group C,Algeria,3,ALG,dz,https://flagcdn.com/w80/dz.png
2010,Group C,Slovenia,4,SVN,si,https://flagcdn.com/w80/si.png
2010,Group D,Germany,1,GER,de,https://flagcdn.com/w80/de.png
2010,Group D,Australia,2,AUS,au,https://flagcdn.com/w80/au.png
2010,Group D,Serbia,3,SRB,rs,https://flagcdn.com/w80/rs.png
2010,Group D,Ghana,4,GHA,gh,https://flagcdn.com/w80/gh.png
2010,Group E,Netherlands,1,NED,nl,https://flagcdn.com/w80/nl.png
2010,Group E,Denmark,2,DEN,dk,https://flagcdn.com/w80/dk.png
2010,Group E,Japan,3,JPN,jp,https://flagcdn.com/w80/jp.png
2010,Group E,Cameroon,4,CMR,cm,https://flagcdn.com/w80/cm.png
2010,Group F,Italy,1,ITA,it,https://flagcdn.com/w80/it.png
2010,Group F,Paraguay,2,PAR,py,https://flagcdn.com/w80/py.png
2010,Group F,New Zealand,3,NZL,nz,https://flagcdn.com/w80/nz.png
2010,Group F,Slovakia,4,SVK,sk,https://flagcdn.com/w80/sk.png
2010,Group G,Brazil,1,BRA,br,https://flagcdn.com/w80/br.png
2010,Group G,North Korea,2,PRK,kp,https://flagcdn.com/w80/kp.png
2010,Group G,Côte d'Ivoire,3,CIV,ci,https://flagcdn.com/w80/ci.png
2010,Group G,Portugal,4,POR,pt,https://flagcdn.com/w80/pt.png
2010,Group H,Spain,1,ESP,es,https://flagcdn.com/w80/es.png
2010,Group H,Switzerland,2,SUI,ch,https://flagcdn.com/w80/ch.png
2010,Group H,Honduras,3,HON,hn,https://flagcdn.com/w80/hn.png
2010,Group H,Chile,4,CHI,cl,https://flagcdn.com/w80/cl.png
2014,Group A,Brazil,1,BRA,br,https://flagcdn.com/w80/br.png
2014,Group A,Croatia,2,CRO,hr,https://flagcdn.com/w80/hr.png
2014,Group A,Mexico,3,MEX,mx,https://flagcdn.com/w80/mx.png
2014,Group A,Cameroon,4,CMR,cm,https://flagcdn.com/w80/cm.png
2014,Group B,Spain,1,ESP,es,https://flagcdn.com/w80/es.png
2014,Group B,Netherlands,2,NED,nl,https://flagcdn.com/w80/nl.png
2014,Group B,Chile,3,CHI,cl,https://flagcdn.com/w80/cl.png
2014,Group B,Australia,4,AUS,au,https://flagcdn.com/w80/au.png
2014,Group C,Colombia,1,COL,co,https://flagcdn.com/w80/co.png
2014,Group C,Greece,2,GRE,gr,https://flagcdn.com/w80/gr.png
2014,Group C,Côte d'Ivoire,3,CIV,ci,https://flagcdn.com/w80/ci.png
2014,Group C,Japan,4,JPN,jp,https://flagcdn.com/w80/jp.png
2014,Group D,Uruguay,1,URU,uy,https://flagcdn.com/w80/uy.png
2014,Group D,Costa Rica,2,CRC,cr,https://flagcdn.com/w80/cr.png
2014,Group D,England,3,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
2014,Group D,Italy,4,ITA,it,https://flagcdn.com/w80/it.png
2014,Group E,Switzerland,1,SUI,ch,https://flagcdn.com/w80/ch.png
2014,Group E,Ecuador,2,ECU,ec,https://flagcdn.com/w80/ec.png
2014,Group E,France,3,FRA,fr,https://flagcdn.com/w80/fr.png
2014,Group E,Honduras,4,HON,hn,https://flagcdn.com/w80/hn.png
2014,Group F,Argentina,1,ARG,ar,https://flagcdn.com/w80/ar.png
2014,Group F,Bosnia-Herzegovina,2,BIH,ba,https://flagcdn.com/w80/ba.png
2014,Group F,Iran,3,IRN,ir,https://flagcdn.com/w80/ir.png
2014,Group F,Nigeria,4,NGA,ng,https://flagcdn.com/w80/ng.png
2014,Group G,Germany,1,GER,de,https://flagcdn.com/w80/de.png
2014,Group G,Portugal,2,POR,pt,https://flagcdn.com/w80/pt.png
2014,Group G,Ghana,3,GHA,gh,https://flagcdn.com/w80/gh.png
2014,Group G,USA,4,USA,us,https://flagcdn.com/w80/us.png
2014,Group H,Belgium,1,BEL,be,https://flagcdn.com/w80/be.png
2014,Group H,Algeria,2,ALG,dz,https://flagcdn.com/w80/dz.png
2014,Group H,Russia,3,RUS,ru,https://flagcdn.com/w80/ru.png
2014,Group H,South Korea,4,KOR,kr,https://flagcdn.com/w80/kr.png
2018,Group A,Russia,1,RUS,ru,https://flagcdn.com/w80/ru.png
2018,Group A,Saudi Arabia,2,KSA,sa,https://flagcdn.com/w80/sa.png
2018,Group A,Egypt,3,EGY,eg,https://flagcdn.com/w80/eg.png
2018,Group A,Uruguay,4,URU,uy,https://flagcdn.com/w80/uy.png
2018,Group B,Portugal,1,POR,pt,https://flagcdn.com/w80/pt.png
2018,Group B,Spain,2,ESP,es,https://flagcdn.com/w80/es.png
2018,Group B,Morocco,3,MAR,ma,https://flagcdn.com/w80/ma.png
2018,Group B,Iran,4,IRN,ir,https://flagcdn.com/w80/ir.png
2018,Group C,France,1,FRA,fr,https://flagcdn.com/w80/fr.png
2018,Group C,Australia,2,AUS,au,https://flagcdn.com/w80/au.png
2018,Group C,Peru,3,PER,pe,https://flagcdn.com/w80/pe.png
2018,Group C,Denmark,4,DEN,dk,https://flagcdn.com/w80/dk.png
2018,Group D,Argentina,1,ARG,ar,https://flagcdn.com/w80/ar.png
2018,Group D,Iceland,2,ISL,is,https://flagcdn.com/w80/is.png
2018,Group D,Croatia,3,CRO,hr,https://flagcdn.com/w80/hr.png
2018,Group D,Nigeria,4,NGA,ng,https://flagcdn.com/w80/ng.png
2018,Group E,Brazil,1,BRA,br,https://flagcdn.com/w80/br.png
2018,Group E,Switzerland,2,SUI,ch,https://flagcdn.com/w80/ch.png
2018,Group E,Costa Rica,3,CRC,cr,https://flagcdn.com/w80/cr.png
2018,Group E,Serbia,4,SRB,rs,https://flagcdn.com/w80/rs.png
2018,Group F,Germany,1,GER,de,https://flagcdn.com/w80/de.png
2018,Group F,Mexico,2,MEX,mx,https://flagcdn.com/w80/mx.png
2018,Group F,Sweden,3,SWE,se,https://flagcdn.com/w80/se.png
2018,Group F,South Korea,4,KOR,kr,https://flagcdn.com/w80/kr.png
2018,Group G,Belgium,1,BEL,be,https://flagcdn.com/w80/be.png
2018,Group G,Panama,2,PAN,pa,https://flagcdn.com/w80/pa.png
2018,Group G,Tunisia,3,TUN,tn,https://flagcdn.com/w80/tn.png
2018,Group G,England,4,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
2018,Group H,Poland,1,POL,pl,https://flagcdn.com/w80/pl.png
2018,Group H,Senegal,2,SEN,sn,https://flagcdn.com/w80/sn.png
2018,Group H,Colombia,3,COL,co,https://flagcdn.com/w80/co.png
2018,Group H,Japan,4,JPN,jp,https://flagcdn.com/w80/jp.png
2022,Group A,Qatar,1,QAT,qa,https://flagcdn.com/w80/qa.png
2022,Group A,Ecuador,2,ECU,ec,https://flagcdn.com/w80/ec.png
2022,Group A,Senegal,3,SEN,sn,https://flagcdn.com/w80/sn.png
2022,Group A,Netherlands,4,NED,nl,https://flagcdn.com/w80/nl.png
2022,Group B,England,1,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
2022,Group B,Iran,2,IRN,ir,https://flagcdn.com/w80/ir.png
2022,Group B,USA,3,USA,us,https://flagcdn.com/w80/us.png
2022,Group B,Wales,4,WAL,gb-wls,https://flagcdn.com/w80/gb-wls.png
2022,Group C,Argentina,1,ARG,ar,https://flagcdn.com/w80/ar.png
2022,Group C,Saudi Arabia,2,KSA,sa,https://flagcdn.com/w80/sa.png
2022,Group C,Mexico,3,MEX,mx,https://flagcdn.com/w80/mx.png
2022,Group C,Poland,4,POL,pl,https://flagcdn.com/w80/pl.png
2022,Group D,France,1,FRA,fr,https://flagcdn.com/w80/fr.png
2022,Group D,Australia,2,AUS,au,https://flagcdn.com/w80/au.png
2022,Group D,Denmark,3,DEN,dk,https://flagcdn.com/w80/dk.png
2022,Group D,Tunisia,4,TUN,tn,https://flagcdn.com/w80/tn.png
2022,Group E,Spain,1,ESP,es,https://flagcdn.com/w80/es.png
2022,Group E,Costa Rica,2,CRC,cr,https://flagcdn.com/w80/cr.png
2022,Group E,Germany,3,GER,de,https://flagcdn.com/w80/de.png
2022,Group E,Japan,4,JPN,jp,https://flagcdn.com/w80/jp.png
2022,Group F,Belgium,1,BEL,be,https://flagcdn.com/w80/be.png
2022,Group F,Canada,2,CAN,ca,https://flagcdn.com/w80/ca.png
2022,Group F,Morocco,3,MAR,ma,https://flagcdn.com/w80/ma.png
2022,Group F,Croatia,4,CRO,hr,https://flagcdn.com/w80/hr.png
2022,Group G,Brazil,1,BRA,br,https://flagcdn.com/w80/br.png
2022,Group G,Serbia,2,SRB,rs,https://flagcdn.com/w80/rs.png
2022,Group G,Switzerland,3,SUI,ch,https://flagcdn.com/w80/ch.png
2022,Group G,Cameroon,4,CMR,cm,https://flagcdn.com/w80/cm.png
2022,Group H,Portugal,1,POR,pt,https://flagcdn.com/w80/pt.png
2022,Group H,Ghana,2,GHA,gh,https://flagcdn.com/w80/gh.png
2022,Group H,Uruguay,3,URU,uy,https://flagcdn.com/w80/uy.png
2022,Group H,South Korea,4,KOR,kr,https://flagcdn.com/w80/kr.png
