tournament_year,stage,match_date,match_time,utc_offset,home_team,away_team,home_goals,away_goals,result_extra,venue,city,status,home_fifaCode,home_flagCode,home_flagUrl,away_fifaCode,away_flagCode,away_flagUrl
1958,Semi-finals,1958-06-24,,,West Germany,Sweden,1,3,,Ullevi,Gothenburg,played,FRG,de,https://flagcdn.com/w80/de.png,SWE,se,https://flagcdn.com/w80/se.png
1958,Match for third place,1958-06-28,,,West Germany,France,3,6,,Ullevi,Gothenburg,played,FRG,de,https://flagcdn.com/w80/de.png,FRA,fr,https://flagcdn.com/w80/fr.png
1958,Final,1958-06-29,,,Sweden,Brazil,2,5,,Råsunda Stadium,Solna,played,SWE,se,https://flagcdn.com/w80/se.png,BRA,br,https://flagcdn.com/w80/br.png
1962,Group 1,1962-05-30,,,Uruguay,Colombia,2,1,,Estadio Carlos Dittborn,Arica,played,URU,uy,https://flagcdn.com/w80/uy.png,COL,co,https://flagcdn.com/w80/co.png
1962,Group 1,1962-05-31,,,Soviet Union,Yugoslavia,2,0,,Estadio Carlos Dittborn,Arica,played,URS,ru,https://flagcdn.com/w80/ru.png,YUG,rs,https://flagcdn.com/w80/rs.png
1962,Group 1,1962-06-02,,,Yugoslavia,Uruguay,3,1,,Estadio Carlos Dittborn,Arica,played,YUG,rs,https://flagcdn.com/w80/rs.png,URU,uy,https://flagcdn.com/w80/uy.png
1962,Group 1,1962-06-03,,,Soviet Union,Colombia,4,4,,Estadio Carlos Dittborn,Arica,played,URS,ru,https://flagcdn.com/w80/ru.png,COL,co,https://flagcdn.com/w80/co.png
1962,Group 1,1962-06-06,,,Soviet Union,Uruguay,2,1,,Estadio Carlos Dittborn,Arica,played,URS,ru,https://flagcdn.com/w80/ru.png,URU,uy,https://flagcdn.com/w80/uy.png
1962,Group 1,1962-06-07,,,Yugoslavia,Colombia,5,0,,Estadio Carlos Dittborn,Arica,played,YUG,rs,https://flagcdn.com/w80/rs.png,COL,co,https://flagcdn.com/w80/co.png
1962,Group 2,1962-05-30,,,Chile,Switzerland,3,1,,Estadio Nacional,Santiago,played,CHI,cl,https://flagcdn.com/w80/cl.png,SUI,ch,https://flagcdn.com/w80/ch.png
1962,Group 2,1962-05-31,,,West Germany,Italy,0,0,,Estadio Nacional,Santiago,played,FRG,de,https://flagcdn.com/w80/de.png,ITA,it,https://flagcdn.com/w80/it.png
1962,Group 2,1962-06-02,,,Chile,Italy,2,0,,Estadio Nacional,Santiago,played,CHI,cl,https://flagcdn.com/w80/cl.png,ITA,it,https://flagcdn.com/w80/it.png
1962,Group 2,1962-06-03,,,West Germany,Switzerland,2,1,,Estadio Nacional,Santiago,played,FRG,de,https://flagcdn.com/w80/de.png,SUI,ch,https://flagcdn.com/w80/ch.png
1962,Group 2,1962-06-06,,,West Germany,Chile,2,0,,Estadio Nacional,Santiago,played,FRG,de,https://flagcdn.com/w80/de.png,CHI,cl,https://flagcdn.com/w80/cl.png
1962,Group 2,1962-06-07,,,Italy,Switzerland,3,0,,Estadio Nacional,Santiago,played,ITA,it,https://flagcdn.com/w80/it.png,SUI,ch,https://flagcdn.com/w80/ch.png
1962,Group 3,1962-05-30,,,Brazil,Mexico,2,0,,Estadio Sausalito,Viña del Mar,played,BRA,br,https://flagcdn.com/w80/br.png,MEX,mx,https://flagcdn.com/w80/mx.png
1962,Group 3,1962-05-31,,,Czechoslovakia,Spain,1,0,,Estadio Sausalito,Viña del Mar,played,TCH,cz,https://flagcdn.com/w80/cz.png,ESP,es,https://flagcdn.com/w80/es.png
1962,Group 3,1962-06-02,,,Brazil,Czechoslovakia,0,0,,Estadio Sausalito,Viña del Mar,played,BRA,br,https://flagcdn.com/w80/br.png,TCH,cz,https://flagcdn.com/w80/cz.png
1962,Group 3,1962-06-03,,,Spain,Mexico,1,0,,Estadio Sausalito,Viña del Mar,played,ESP,es,https://flagcdn.com/w80/es.png,MEX,mx,https://flagcdn.com/w80/mx.png
1962,Group 3,1962-06-06,,,Brazil,Spain,2,1,,Estadio Sausalito,Viña del Mar,played,BRA,br,https://flagcdn.com/w80/br.png,ESP,es,https://flagcdn.com/w80/es.png
1962,Group 3,1962-06-07,,,Mexico,Czechoslovakia,3,1,,Estadio Sausalito,Viña del Mar,played,MEX,mx,https://flagcdn.com/w80/mx.png,TCH,cz,https://flagcdn.com/w80/cz.png
1962,Group 4,1962-05-30,,,Argentina,Bulgaria,1,0,,Estadio El Teniente,Rancagua,played,ARG,ar,https://flagcdn.com/w80/ar.png,BUL,bg,https://flagcdn.com/w80/bg.png
1962,Group 4,1962-05-31,,,Hungary,England,2,1,,Estadio El Teniente,Rancagua,played,HUN,hu,https://flagcdn.com/w80/hu.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1962,Group 4,1962-06-02,,,England,Argentina,3,1,,Estadio El Teniente,Rancagua,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,ARG,ar,https://flagcdn.com/w80/ar.png
1962,Group 4,1962-06-03,,,Hungary,Bulgaria,6,1,,Estadio El Teniente,Rancagua,played,HUN,hu,https://flagcdn.com/w80/hu.png,BUL,bg,https://flagcdn.com/w80/bg.png
1962,Group 4,1962-06-06,,,Hungary,Argentina,0,0,,Estadio El Teniente,Rancagua,played,HUN,hu,https://flagcdn.com/w80/hu.png,ARG,ar,https://flagcdn.com/w80/ar.png
1962,Group 4,1962-06-07,,,England,Bulgaria,0,0,,Estadio El Teniente,Rancagua,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,BUL,bg,https://flagcdn.com/w80/bg.png
1962,Quarter-finals,1962-06-10,,,Chile,Soviet Union,2,1,,Estadio Carlos Dittborn,Arica,played,CHI,cl,https://flagcdn.com/w80/cl.png,URS,ru,https://flagcdn.com/w80/ru.png
1962,Quarter-finals,1962-06-10,,,Yugoslavia,West Germany,1,0,,Estadio Nacional,Santiago,played,YUG,rs,https://flagcdn.com/w80/rs.png,FRG,de,https://flagcdn.com/w80/de.png
1962,Quarter-finals,1962-06-10,,,Brazil,England,3,1,,Estadio Sausalito,Viña del Mar,played,BRA,br,https://flagcdn.com/w80/br.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1962,Quarter-finals,1962-06-10,,,Czechoslovakia,Hungary,1,0,,Estadio El Teniente,Rancagua,played,TCH,cz,https://flagcdn.com/w80/cz.png,HUN,hu,https://flagcdn.com/w80/hu.png
1962,Semi-finals,1962-06-13,,,Brazil,Chile,4,2,,Estadio Nacional,Santiago,played,BRA,br,https://flagcdn.com/w80/br.png,CHI,cl,https://flagcdn.com/w80/cl.png
1962,Semi-finals,1962-06-13,,,Czechoslovakia,Yugoslavia,3,1,,Estadio Sausalito,Viña del Mar,played,TCH,cz,https://flagcdn.com/w80/cz.png,YUG,rs,https://flagcdn.com/w80/rs.png
1962,Third-place match,1962-06-16,,,Chile,Yugoslavia,1,0,,Estadio Nacional,Santiago,played,CHI,cl,https://flagcdn.com/w80/cl.png,YUG,rs,https://flagcdn.com/w80/rs.png
1962,Final,1962-06-17,,,Brazil,Czechoslovakia,3,1,,Estadio Nacional,Santiago,played,BRA,br,https://flagcdn.com/w80/br.png,TCH,cz,https://flagcdn.com/w80/cz.png
1966,Group 1,1966-07-11,,,England,Uruguay,0,0,,Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,URU,uy,https://flagcdn.com/w80/uy.png
1966,Group 1,1966-07-13,,,France,Mexico,1,1,,Wembley Stadium,London,played,FRA,fr,https://flagcdn.com/w80/fr.png,MEX,mx,https://flagcdn.com/w80/mx.png
1966,Group 1,1966-07-15,,,Uruguay,France,2,1,,White City Stadium,London,played,URU,uy,https://flagcdn.com/w80/uy.png,FRA,fr,https://flagcdn.com/w80/fr.png
1966,Group 1,1966-07-16,,,England,Mexico,2,0,,Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,MEX,mx,https://flagcdn.com/w80/mx.png
1966,Group 1,1966-07-19,,,Mexico,Uruguay,0,0,,Wembley Stadium,London,played,MEX,mx,https://flagcdn.com/w80/mx.png,URU,uy,https://flagcdn.com/w80/uy.png
1966,Group 1,1966-07-20,,,England,France,2,0,,Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,FRA,fr,https://flagcdn.com/w80/fr.png
1966,Group 2,1966-07-12,,,West Germany,Switzerland,5,0,,Hillsborough Stadium,Sheffield,played,FRG,de,https://flagcdn.com/w80/de.png,SUI,ch,https://flagcdn.com/w80/ch.png
1966,Group 2,1966-07-13,,,Argentina,Spain,2,1,,Villa Park,Birmingham,played,ARG,ar,https://flagcdn.com/w80/ar.png,ESP,es,https://flagcdn.com/w80/es.png
1966,Group 2,1966-07-15,,,Spain,Switzerland,2,1,,Hillsborough Stadium,Sheffield,played,ESP,es,https://flagcdn.com/w80/es.png,SUI,ch,https://flagcdn.com/w80/ch.png
1966,Group 2,1966-07-16,,,Argentina,West Germany,0,0,,Villa Park,Birmingham,played,ARG,ar,https://flagcdn.com/w80/ar.png,FRG,de,https://flagcdn.com/w80/de.png
1966,Group 2,1966-07-19,,,Argentina,Switzerland,2,0,,Hillsborough Stadium,Sheffield,played,ARG,ar,https://flagcdn.com/w80/ar.png,SUI,ch,https://flagcdn.com/w80/ch.png
1966,Group 2,1966-07-20,,,West Germany,Spain,2,1,,Villa Park,Birmingham,played,FRG,de,https://flagcdn.com/w80/de.png,ESP,es,https://flagcdn.com/w80/es.png
1966,Group 3,1966-07-12,,,Brazil,Bulgaria,2,0,,Goodison Park,Liverpool,played,BRA,br,https://flagcdn.com/w80/br.png,BUL,bg,https://flagcdn.com/w80/bg.png
1966,Group 3,1966-07-13,,,Portugal,Hungary,3,1,,Old Trafford,Manchester,played,POR,pt,https://flagcdn.com/w80/pt.png,HUN,hu,https://flagcdn.com/w80/hu.png
1966,Group 3,1966-07-15,,,Hungary,Brazil,3,1,,Goodison Park,Liverpool,played,HUN,hu,https://flagcdn.com/w80/hu.png,BRA,br,https://flagcdn.com/w80/br.png
1966,Group 3,1966-07-16,,,Portugal,Bulgaria,3,0,,Old Trafford,Manchester,played,POR,pt,https://flagcdn.com/w80/pt.png,BUL,bg,https://flagcdn.com/w80/bg.png
1966,Group 3,1966-07-19,,,Portugal,Brazil,3,1,,Goodison Park,Liverpool,played,POR,pt,https://flagcdn.com/w80/pt.png,BRA,br,https://flagcdn.com/w80/br.png
1966,Group 3,1966-07-20,,,Hungary,Bulgaria,3,1,,Old Trafford,Manchester,played,HUN,hu,https://flagcdn.com/w80/hu.png,BUL,bg,https://flagcdn.com/w80/bg.png
1966,Group 4,1966-07-12,,,Soviet Union,North Korea,3,0,,Ayresome Park,Middlesbrough,played,URS,ru,https://flagcdn.com/w80/ru.png,PRK,kp,https://flagcdn.com/w80/kp.png
1966,Group 4,1966-07-13,,,Italy,Chile,2,0,,Roker Park,Sunderland,played,ITA,it,https://flagcdn.com/w80/it.png,CHI,cl,https://flagcdn.com/w80/cl.png
1966,Group 4,1966-07-15,,,Chile,North Korea,1,1,,Ayresome Park,Middlesbrough,played,CHI,cl,https://flagcdn.com/w80/cl.png,PRK,kp,https://flagcdn.com/w80/kp.png
1966,Group 4,1966-07-16,,,Soviet Union,Italy,1,0,,Roker Park,Sunderland,played,URS,ru,https://flagcdn.com/w80/ru.png,ITA,it,https://flagcdn.com/w80/it.png
1966,Group 4,1966-07-19,,,North Korea,Italy,1,0,,Ayresome Park,Middlesbrough,played,PRK,kp,https://flagcdn.com/w80/kp.png,ITA,it,https://flagcdn.com/w80/it.png
1966,Group 4,1966-07-20,,,Soviet Union,Chile,2,1,,Roker Park,Sunderland,played,URS,ru,https://flagcdn.com/w80/ru.png,CHI,cl,https://flagcdn.com/w80/cl.png
1966,Quarter-finals,1966-07-23,,,England,Argentina,1,0,,Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,ARG,ar,https://flagcdn.com/w80/ar.png
1966,Quarter-finals,1966-07-23,,,West Germany,Uruguay,4,0,,Hillsborough Stadium,Sheffield,played,FRG,de,https://flagcdn.com/w80/de.png,URU,uy,https://flagcdn.com/w80/uy.png
1966,Quarter-finals,1966-07-23,,,Soviet Union,Hungary,2,1,,Roker Park,Sunderland,played,URS,ru,https://flagcdn.com/w80/ru.png,HUN,hu,https://flagcdn.com/w80/hu.png
1966,Quarter-finals,1966-07-23,,,Portugal,North Korea,5,3,,Goodison Park,Liverpool,played,POR,pt,https://flagcdn.com/w80/pt.png,PRK,kp,https://flagcdn.com/w80/kp.png
1966,Semi-finals,1966-07-25,,,West Germany,Soviet Union,2,1,,Goodison Park,Liverpool,played,FRG,de,https://flagcdn.com/w80/de.png,URS,ru,https://flagcdn.com/w80/ru.png
1966,Semi-finals,1966-07-26,,,England,Portugal,2,1,,Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,POR,pt,https://flagcdn.com/w80/pt.png
1966,Third-place match,1966-07-28,,,Portugal,Soviet Union,2,1,,Wembley Stadium,London,played,POR,pt,https://flagcdn.com/w80/pt.png,URS,ru,https://flagcdn.com/w80/ru.png
1966,Final,1966-07-30,,,England,West Germany,4,2,a.e.t. (2-2),Wembley Stadium,London,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Group 1,1970-05-31,,,Mexico,Soviet Union,0,0,,Estadio Azteca,Mexico City,played,MEX,mx,https://flagcdn.com/w80/mx.png,URS,ru,https://flagcdn.com/w80/ru.png
1970,Group 1,1970-06-03,,,Belgium,El Salvador,3,0,,Estadio Azteca,Mexico City,played,BEL,be,https://flagcdn.com/w80/be.png,SLV,sv,https://flagcdn.com/w80/sv.png
1970,Group 1,1970-06-06,,,Soviet Union,Belgium,4,1,,Estadio Azteca,Mexico City,played,URS,ru,https://flagcdn.com/w80/ru.png,BEL,be,https://flagcdn.com/w80/be.png
1970,Group 1,1970-06-07,,,Mexico,El Salvador,4,0,,Estadio Azteca,Mexico City,played,MEX,mx,https://flagcdn.com/w80/mx.png,SLV,sv,https://flagcdn.com/w80/sv.png
1970,Group 1,1970-06-10,,,Soviet Union,El Salvador,2,0,,Estadio Azteca,Mexico City,played,URS,ru,https://flagcdn.com/w80/ru.png,SLV,sv,https://flagcdn.com/w80/sv.png
1970,Group 1,1970-06-11,,,Mexico,Belgium,1,0,,Estadio Azteca,Mexico City,played,MEX,mx,https://flagcdn.com/w80/mx.png,BEL,be,https://flagcdn.com/w80/be.png
1970,Group 2,1970-06-02,,,Uruguay,Israel,2,0,,Estadio Cuauhtémoc,Puebla,played,URU,uy,https://flagcdn.com/w80/uy.png,ISR,il,https://flagcdn.com/w80/il.png
1970,Group 2,1970-06-03,,,Italy,Sweden,1,0,,Estadio Luis Dosal,Toluca,played,ITA,it,https://flagcdn.com/w80/it.png,SWE,se,https://flagcdn.com/w80/se.png
1970,Group 2,1970-06-06,,,Uruguay,Italy,0,0,,Estadio Cuauhtémoc,Puebla,played,URU,uy,https://flagcdn.com/w80/uy.png,ITA,it,https://flagcdn.com/w80/it.png
1970,Group 2,1970-06-07,,,Sweden,Israel,1,1,,Estadio Luis Dosal,Toluca,played,SWE,se,https://flagcdn.com/w80/se.png,ISR,il,https://flagcdn.com/w80/il.png
1970,Group 2,1970-06-10,,,Uruguay,Sweden,0,1,,Estadio Cuauhtémoc,Puebla,played,URU,uy,https://flagcdn.com/w80/uy.png,SWE,se,https://flagcdn.com/w80/se.png
1970,Group 2,1970-06-11,,,Israel,Italy,0,0,,Estadio Luis Dosal,Toluca,played,ISR,il,https://flagcdn.com/w80/il.png,ITA,it,https://flagcdn.com/w80/it.png
1970,Group 3,1970-06-02,,,Romania,England,0,1,,Estadio Jalisco,Guadalajara,played,ROU,ro,https://flagcdn.com/w80/ro.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1970,Group 3,1970-06-03,,,Czechoslovakia,Brazil,1,4,,Estadio Jalisco,Guadalajara,played,TCH,cz,https://flagcdn.com/w80/cz.png,BRA,br,https://flagcdn.com/w80/br.png
1970,Group 3,1970-06-06,,,Romania,Czechoslovakia,2,1,,Estadio Jalisco,Guadalajara,played,ROU,ro,https://flagcdn.com/w80/ro.png,TCH,cz,https://flagcdn.com/w80/cz.png
1970,Group 3,1970-06-07,,,England,Brazil,0,1,,Estadio Jalisco,Guadalajara,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,BRA,br,https://flagcdn.com/w80/br.png
1970,Group 3,1970-06-10,,,Romania,Brazil,2,3,,Estadio Jalisco,Guadalajara,played,ROU,ro,https://flagcdn.com/w80/ro.png,BRA,br,https://flagcdn.com/w80/br.png
1970,Group 3,1970-06-11,,,England,Czechoslovakia,1,0,,Estadio Jalisco,Guadalajara,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,TCH,cz,https://flagcdn.com/w80/cz.png
1970,Group 4,1970-06-02,,,Peru,Bulgaria,3,2,,Estadio Nou Camp,León,played,PER,pe,https://flagcdn.com/w80/pe.png,BUL,bg,https://flagcdn.com/w80/bg.png
1970,Group 4,1970-06-03,,,Morocco,West Germany,1,2,,Estadio Nou Camp,León,played,MAR,ma,https://flagcdn.com/w80/ma.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Group 4,1970-06-06,,,Peru,Morocco,3,0,,Estadio Nou Camp,León,played,PER,pe,https://flagcdn.com/w80/pe.png,MAR,ma,https://flagcdn.com/w80/ma.png
1970,Group 4,1970-06-07,,,Bulgaria,West Germany,2,5,,Estadio Nou Camp,León,played,BUL,bg,https://flagcdn.com/w80/bg.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Group 4,1970-06-10,,,Peru,West Germany,1,3,,Estadio Nou Camp,León,played,PER,pe,https://flagcdn.com/w80/pe.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Group 4,1970-06-11,,,Bulgaria,Morocco,1,1,,Estadio Nou Camp,León,played,BUL,bg,https://flagcdn.com/w80/bg.png,MAR,ma,https://flagcdn.com/w80/ma.png
1970,Quarter-finals,1970-06-14,,,Soviet Union,Uruguay,0,1,a.e.t. (0-0),Estadio Azteca,Mexico City,played,URS,ru,https://flagcdn.com/w80/ru.png,URU,uy,https://flagcdn.com/w80/uy.png
1970,Quarter-finals,1970-06-14,,,Italy,Mexico,4,1,,Estadio Luis Dosal,Toluca,played,ITA,it,https://flagcdn.com/w80/it.png,MEX,mx,https://flagcdn.com/w80/mx.png
1970,Quarter-finals,1970-06-14,,,Brazil,Peru,4,2,,Estadio Jalisco,Guadalajara,played,BRA,br,https://flagcdn.com/w80/br.png,PER,pe,https://flagcdn.com/w80/pe.png
1970,Quarter-finals,1970-06-14,,,West Germany,England,3,2,a.e.t. (2-2),Estadio Nou Camp,León,played,FRG,de,https://flagcdn.com/w80/de.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1970,Semi-finals,1970-06-17,,,Uruguay,Brazil,1,3,,Estadio Jalisco,Guadalajara,played,URU,uy,https://flagcdn.com/w80/uy.png,BRA,br,https://flagcdn.com/w80/br.png
1970,Semi-finals,1970-06-17,,,Italy,West Germany,4,3,a.e.t. (1-1),Estadio Azteca,Mexico City,played,ITA,it,https://flagcdn.com/w80/it.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Match for third place,1970-06-20,,,Uruguay,West Germany,0,1,,Estadio Azteca,Mexico City,played,URU,uy,https://flagcdn.com/w80/uy.png,FRG,de,https://flagcdn.com/w80/de.png
1970,Final,1970-06-21,,,Brazil,Italy,4,1,,Estadio Azteca,Mexico City,played,BRA,br,https://flagcdn.com/w80/br.png,ITA,it,https://flagcdn.com/w80/it.png
1974,Group 1,1974-06-14,,,West Germany,Chile,1,0,,Olympiastadion,West Berlin,played,FRG,de,https://flagcdn.com/w80/de.png,CHI,cl,https://flagcdn.com/w80/cl.png
1974,Group 1,1974-06-14,,,East Germany,Australia,2,0,,Volksparkstadion,Hamburg,played,GDR,de,https://flagcdn.com/w80/de.png,AUS,au,https://flagcdn.com/w80/au.png
1974,Group 1,1974-06-18,,,Chile,East Germany,1,1,,Olympiastadion,West Berlin,played,CHI,cl,https://flagcdn.com/w80/cl.png,GDR,de,https://flagcdn.com/w80/de.png
1974,Group 1,1974-06-18,,,Australia,West Germany,0,3,,Volksparkstadion,Hamburg,played,AUS,au,https://flagcdn.com/w80/au.png,FRG,de,https://flagcdn.com/w80/de.png
1974,Group 1,1974-06-22,,,Australia,Chile,0,0,,Olympiastadion,West Berlin,played,AUS,au,https://flagcdn.com/w80/au.png,CHI,cl,https://flagcdn.com/w80/cl.png
1974,Group 1,1974-06-22,,,East Germany,West Germany,1,0,,Volksparkstadion,Hamburg,played,GDR,de,https://flagcdn.com/w80/de.png,FRG,de,https://flagcdn.com/w80/de.png
1974,Group 2,1974-06-13,,,Brazil,Yugoslavia,0,0,,Waldstadion,Frankfurt,played,BRA,br,https://flagcdn.com/w80/br.png,YUG,rs,https://flagcdn.com/w80/rs.png
1974,Group 2,1974-06-14,,,Zaire,Scotland,0,2,,Westfalenstadion,Dortmund,played,ZAI,cd,https://flagcdn.com/w80/cd.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1974,Group 2,1974-06-18,,,Yugoslavia,Zaire,9,0,,Parkstadion,Gelsenkirchen,played,YUG,rs,https://flagcdn.com/w80/rs.png,ZAI,cd,https://flagcdn.com/w80/cd.png
1974,Group 2,1974-06-18,,,Scotland,Brazil,0,0,,Waldstadion,Frankfurt,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,BRA,br,https://flagcdn.com/w80/br.png
1974,Group 2,1974-06-22,,,Scotland,Yugoslavia,1,1,,Waldstadion,Frankfurt,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,YUG,rs,https://flagcdn.com/w80/rs.png
1974,Group 2,1974-06-22,,,Zaire,Brazil,0,3,,Parkstadion,Gelsenkirchen,played,ZAI,cd,https://flagcdn.com/w80/cd.png,BRA,br,https://flagcdn.com/w80/br.png
1974,Group 3,1974-06-15,,,Uruguay,Netherlands,0,2,,Niedersachsenstadion,Hanover,played,URU,uy,https://flagcdn.com/w80/uy.png,NED,nl,https://flagcdn.com/w80/nl.png
1974,Group 3,1974-06-15,,,Sweden,Bulgaria,0,0,,Rheinstadion,Düsseldorf,played,SWE,se,https://flagcdn.com/w80/se.png,BUL,bg,https://flagcdn.com/w80/bg.png
1974,Group 3,1974-06-19,,,Netherlands,Sweden,0,0,,Westfalenstadion,Dortmund,played,NED,nl,https://flagcdn.com/w80/nl.png,SWE,se,https://flagcdn.com/w80/se.png
1974,Group 3,1974-06-19,,,Uruguay,Bulgaria,1,1,,Niedersachsenstadion,Hanover,played,URU,uy,https://flagcdn.com/w80/uy.png,BUL,bg,https://flagcdn.com/w80/bg.png
1974,Group 3,1974-06-23,,,Netherlands,Bulgaria,4,1,,Westfalenstadion,Dortmund,played,NED,nl,https://flagcdn.com/w80/nl.png,BUL,bg,https://flagcdn.com/w80/bg.png
1974,Group 3,1974-06-23,,,Sweden,Uruguay,3,0,,Rheinstadion,Düsseldorf,played,SWE,se,https://flagcdn.com/w80/se.png,URU,uy,https://flagcdn.com/w80/uy.png
1974,Group 4,1974-06-15,,,Italy,Haiti,3,1,,Olympiastadion,München,played,ITA,it,https://flagcdn.com/w80/it.png,HAI,ht,https://flagcdn.com/w80/ht.png
1974,Group 4,1974-06-15,,,Poland,Argentina,3,2,,Neckarstadion,Stuttgart,played,POL,pl,https://flagcdn.com/w80/pl.png,ARG,ar,https://flagcdn.com/w80/ar.png
1974,Group 4,1974-06-19,,,Haiti,Poland,0,7,,Olympiastadion,München,played,HAI,ht,https://flagcdn.com/w80/ht.png,POL,pl,https://flagcdn.com/w80/pl.png
1974,Group 4,1974-06-19,,,Argentina,Italy,1,1,,Neckarstadion,Stuttgart,played,ARG,ar,https://flagcdn.com/w80/ar.png,ITA,it,https://flagcdn.com/w80/it.png
1974,Group 4,1974-06-23,,,Argentina,Haiti,4,1,,Olympiastadion,München,played,ARG,ar,https://flagcdn.com/w80/ar.png,HAI,ht,https://flagcdn.com/w80/ht.png
1974,Group 4,1974-06-23,,,Poland,Italy,2,1,,Neckarstadion,Stuttgart,played,POL,pl,https://flagcdn.com/w80/pl.png,ITA,it,https://flagcdn.com/w80/it.png
1974,Group A,1974-06-26,,,Brazil,East Germany,1,0,,Niedersachsenstadion,Hanover,played,BRA,br,https://flagcdn.com/w80/br.png,GDR,de,https://flagcdn.com/w80/de.png
1974,Group A,1974-06-26,,,Netherlands,Argentina,4,0,,Parkstadion,Gelsenkirchen,played,NED,nl,https://flagcdn.com/w80/nl.png,ARG,ar,https://flagcdn.com/w80/ar.png
1974,Group A,1974-06-30,,,East Germany,Netherlands,0,2,,Parkstadion,Gelsenkirchen,played,GDR,de,https://flagcdn.com/w80/de.png,NED,nl,https://flagcdn.com/w80/nl.png
1974,Group A,1974-06-30,,,Argentina,Brazil,1,2,,Niedersachsenstadion,Hanover,played,ARG,ar,https://flagcdn.com/w80/ar.png,BRA,br,https://flagcdn.com/w80/br.png
1974,Group A,1974-07-03,,,Argentina,East Germany,1,1,,Parkstadion,Gelsenkirchen,played,ARG,ar,https://flagcdn.com/w80/ar.png,GDR,de,https://flagcdn.com/w80/de.png
1974,Group A,1974-07-03,,,Netherlands,Brazil,2,0,,Westfalenstadion,Dortmund,played,NED,nl,https://flagcdn.com/w80/nl.png,BRA,br,https://flagcdn.com/w80/br.png
1974,Group B,1974-06-26,,,Yugoslavia,West Germany,0,2,,Rheinstadion,Düsseldorf,played,YUG,rs,https://flagcdn.com/w80/rs.png,FRG,de,https://flagcdn.com/w80/de.png
1974,Group B,1974-06-26,,,Sweden,Poland,0,1,,Neckarstadion,Stuttgart,played,SWE,se,https://flagcdn.com/w80/se.png,POL,pl,https://flagcdn.com/w80/pl.png
1974,Group B,1974-06-30,,,West Germany,Sweden,4,2,,Rheinstadion,Düsseldorf,played,FRG,de,https://flagcdn.com/w80/de.png,SWE,se,https://flagcdn.com/w80/se.png
1974,Group B,1974-06-30,,,Poland,Yugoslavia,2,1,,Waldstadion,Frankfurt,played,POL,pl,https://flagcdn.com/w80/pl.png,YUG,rs,https://flagcdn.com/w80/rs.png
1974,Group B,1974-07-03,,,Poland,West Germany,0,1,,Waldstadion,Frankfurt,played,POL,pl,https://flagcdn.com/w80/pl.png,FRG,de,https://flagcdn.com/w80/de.png
1974,Group B,1974-07-03,,,Sweden,Yugoslavia,2,1,,Rheinstadion,Düsseldorf,played,SWE,se,https://flagcdn.com/w80/se.png,YUG,rs,https://flagcdn.com/w80/rs.png
1974,Match for third place,1974-07-06,,,Brazil,Poland,0,1,,Olympiastadion,München,played,BRA,br,https://flagcdn.com/w80/br.png,POL,pl,https://flagcdn.com/w80/pl.png
1974,Final,1974-07-07,,,Netherlands,West Germany,1,2,,Olympiastadion,München,played,NED,nl,https://flagcdn.com/w80/nl.png,FRG,de,https://flagcdn.com/w80/de.png
1978,Group 1,1978-06-02,,,Argentina,Hungary,2,1,,Estadio Monumental,Buenos Aires,played,ARG,ar,https://flagcdn.com/w80/ar.png,HUN,hu,https://flagcdn.com/w80/hu.png
1978,Group 1,1978-06-02,,,Italy,France,2,1,,Estadio José María Minella,Mar del Plata,played,ITA,it,https://flagcdn.com/w80/it.png,FRA,fr,https://flagcdn.com/w80/fr.png
1978,Group 1,1978-06-06,,,Argentina,France,2,1,,Estadio Monumental,Buenos Aires,played,ARG,ar,https://flagcdn.com/w80/ar.png,FRA,fr,https://flagcdn.com/w80/fr.png
