tournament_year,stage,match_date,match_time,utc_offset,home_team,away_team,home_goals,away_goals,result_extra,venue,city,status,home_fifaCode,home_flagCode,home_flagUrl,away_fifaCode,away_flagCode,away_flagUrl
1978,Group 1,1978-06-06,,,Italy,Hungary,3,1,,Estadio José María Minella,Mar del Plata,played,ITA,it,https://flagcdn.com/w80/it.png,HUN,hu,https://flagcdn.com/w80/hu.png
1978,Group 1,1978-06-10,,,Argentina,Italy,0,1,,Estadio Monumental,Buenos Aires,played,ARG,ar,https://flagcdn.com/w80/ar.png,ITA,it,https://flagcdn.com/w80/it.png
1978,Group 1,1978-06-10,,,France,Hungary,3,1,,Estadio José María Minella,Mar del Plata,played,FRA,fr,https://flagcdn.com/w80/fr.png,HUN,hu,https://flagcdn.com/w80/hu.png
1978,Group 2,1978-06-01,,,West Germany,Poland,0,0,,Estadio Monumental,Buenos Aires,played,FRG,de,https://flagcdn.com/w80/de.png,POL,pl,https://flagcdn.com/w80/pl.png
1978,Group 2,1978-06-02,,,Tunisia,Mexico,3,1,,Estadio Gigante de Arroyito,Rosario,played,TUN,tn,https://flagcdn.com/w80/tn.png,MEX,mx,https://flagcdn.com/w80/mx.png
1978,Group 2,1978-06-06,,,Poland,Tunisia,1,0,,Estadio Gigante de Arroyito,Rosario,played,POL,pl,https://flagcdn.com/w80/pl.png,TUN,tn,https://flagcdn.com/w80/tn.png
1978,Group 2,1978-06-06,,,West Germany,Mexico,6,0,,Estadio Chateau Carreras,Córdoba,played,FRG,de,https://flagcdn.com/w80/de.png,MEX,mx,https://flagcdn.com/w80/mx.png
1978,Group 2,1978-06-10,,,Poland,Mexico,3,1,,Estadio Gigante de Arroyito,Rosario,played,POL,pl,https://flagcdn.com/w80/pl.png,MEX,mx,https://flagcdn.com/w80/mx.png
1978,Group 2,1978-06-10,,,West Germany,Tunisia,0,0,,Estadio Olímpico Chateau Carreras,Córdoba,played,FRG,de,https://flagcdn.com/w80/de.png,TUN,tn,https://flagcdn.com/w80/tn.png
1978,Group 3,1978-06-03,,,Austria,Spain,2,1,,Estadio José Amalfitani,Buenos Aires,played,AUT,at,https://flagcdn.com/w80/at.png,ESP,es,https://flagcdn.com/w80/es.png
1978,Group 3,1978-06-03,,,Brazil,Sweden,1,1,,Estadio José Maria Minella,Mar del Plata,played,BRA,br,https://flagcdn.com/w80/br.png,SWE,se,https://flagcdn.com/w80/se.png
1978,Group 3,1978-06-07,,,Austria,Sweden,1,0,,Estadio José Amalfitani,Buenos Aires,played,AUT,at,https://flagcdn.com/w80/at.png,SWE,se,https://flagcdn.com/w80/se.png
1978,Group 3,1978-06-07,,,Brazil,Spain,0,0,,Estadio José Maria Minella,Mar del Plata,played,BRA,br,https://flagcdn.com/w80/br.png,ESP,es,https://flagcdn.com/w80/es.png
1978,Group 3,1978-06-11,,,Spain,Sweden,1,0,,Estadio José Amalfitani,Buenos Aires,played,ESP,es,https://flagcdn.com/w80/es.png,SWE,se,https://flagcdn.com/w80/se.png
1978,Group 3,1978-06-11,,,Brazil,Austria,1,0,,Estadio José Maria Minella,Mar del Plata,played,BRA,br,https://flagcdn.com/w80/br.png,AUT,at,https://flagcdn.com/w80/at.png
1978,Group 4,1978-06-03,,,Peru,Scotland,3,1,,Estadio Chateau Carreras,Córdoba,played,PER,pe,https://flagcdn.com/w80/pe.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1978,Group 4,1978-06-03,,,Netherlands,Iran,3,0,,Estadio Ciudad de Mendoza,Mendoza,played,NED,nl,https://flagcdn.com/w80/nl.png,IRN,ir,https://flagcdn.com/w80/ir.png
1978,Group 4,1978-06-07,,,Scotland,Iran,1,1,,Estadio Chateau Carreras,Córdoba,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,IRN,ir,https://flagcdn.com/w80/ir.png
1978,Group 4,1978-06-07,,,Netherlands,Peru,0,0,,Estadio Ciudad de Mendoza,Mendoza,played,NED,nl,https://flagcdn.com/w80/nl.png,PER,pe,https://flagcdn.com/w80/pe.png
1978,Group 4,1978-06-11,,,Peru,Iran,4,1,,Estadio Chateau Carreras,Córdoba,played,PER,pe,https://flagcdn.com/w80/pe.png,IRN,ir,https://flagcdn.com/w80/ir.png
1978,Group 4,1978-06-11,,,Scotland,Netherlands,3,2,,Estadio Ciudad de Mendoza,Mendoza,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,NED,nl,https://flagcdn.com/w80/nl.png
1978,Group A,1978-06-14,,,Italy,West Germany,0,0,,Estadio Monumental,Buenos Aires,played,ITA,it,https://flagcdn.com/w80/it.png,FRG,de,https://flagcdn.com/w80/de.png
1978,Group A,1978-06-14,,,Austria,Netherlands,1,5,,Estadio Chateau Carreras,Córdoba,played,AUT,at,https://flagcdn.com/w80/at.png,NED,nl,https://flagcdn.com/w80/nl.png
1978,Group A,1978-06-18,,,Italy,Austria,1,0,,Estadio Monumental,Buenos Aires,played,ITA,it,https://flagcdn.com/w80/it.png,AUT,at,https://flagcdn.com/w80/at.png
1978,Group A,1978-06-18,,,Netherlands,West Germany,2,2,,Estadio Chateau Carreras,Córdoba,played,NED,nl,https://flagcdn.com/w80/nl.png,FRG,de,https://flagcdn.com/w80/de.png
1978,Group A,1978-06-21,,,Italy,Netherlands,1,2,,Estadio Monumental,Buenos Aires,played,ITA,it,https://flagcdn.com/w80/it.png,NED,nl,https://flagcdn.com/w80/nl.png
1978,Group A,1978-06-21,,,Austria,West Germany,3,2,,Estadio Chateau Carreras,Córdoba,played,AUT,at,https://flagcdn.com/w80/at.png,FRG,de,https://flagcdn.com/w80/de.png
1978,Group B,1978-06-14,,,Argentina,Poland,2,0,,Estadio Gigante de Arroyito,Rosario,played,ARG,ar,https://flagcdn.com/w80/ar.png,POL,pl,https://flagcdn.com/w80/pl.png
1978,Group B,1978-06-14,,,Peru,Brazil,0,3,,Estadio Ciudad de Mendoza,Mendoza,played,PER,pe,https://flagcdn.com/w80/pe.png,BRA,br,https://flagcdn.com/w80/br.png
1978,Group B,1978-06-18,,,Argentina,Brazil,0,0,,Estadio Gigante de Arroyito,Rosario,played,ARG,ar,https://flagcdn.com/w80/ar.png,BRA,br,https://flagcdn.com/w80/br.png
1978,Group B,1978-06-18,,,Peru,Poland,0,1,,Estadio Ciudad de Mendoza,Mendoza,played,PER,pe,https://flagcdn.com/w80/pe.png,POL,pl,https://flagcdn.com/w80/pl.png
1978,Group B,1978-06-21,,,Argentina,Peru,6,0,,Estadio Gigante de Arroyito,Rosario,played,ARG,ar,https://flagcdn.com/w80/ar.png,PER,pe,https://flagcdn.com/w80/pe.png
1978,Group B,1978-06-21,,,Poland,Brazil,1,3,,Estadio Ciudad de Mendoza,Mendoza,played,POL,pl,https://flagcdn.com/w80/pl.png,BRA,br,https://flagcdn.com/w80/br.png
1978,Third place match,1978-06-24,,,Brazil,Italy,2,1,,Estadio Monumental,Buenos Aires,played,BRA,br,https://flagcdn.com/w80/br.png,ITA,it,https://flagcdn.com/w80/it.png
1978,Final,1978-06-25,,,Netherlands,Argentina,1,3,a.e.t. (1-1),Estadio Monumental,Buenos Aires,played,NED,nl,https://flagcdn.com/w80/nl.png,ARG,ar,https://flagcdn.com/w80/ar.png
1982,Group 1,1982-06-14,,,Italy,Poland,0,0,,Balaídos,Vigo,played,ITA,it,https://flagcdn.com/w80/it.png,POL,pl,https://flagcdn.com/w80/pl.png
1982,Group 1,1982-06-15,,,Peru,Cameroon,0,0,,Estadio de Riazor,A Coruña,played,PER,pe,https://flagcdn.com/w80/pe.png,CMR,cm,https://flagcdn.com/w80/cm.png
1982,Group 1,1982-06-18,,,Italy,Peru,1,1,,Balaídos,Vigo,played,ITA,it,https://flagcdn.com/w80/it.png,PER,pe,https://flagcdn.com/w80/pe.png
1982,Group 1,1982-06-19,,,Poland,Cameroon,0,0,,Estadio de Riazor,A Coruña,played,POL,pl,https://flagcdn.com/w80/pl.png,CMR,cm,https://flagcdn.com/w80/cm.png
1982,Group 1,1982-06-22,,,Poland,Peru,5,1,,Estadio de Riazor,A Coruña,played,POL,pl,https://flagcdn.com/w80/pl.png,PER,pe,https://flagcdn.com/w80/pe.png
1982,Group 1,1982-06-23,,,Italy,Cameroon,1,1,,Balaídos,Vigo,played,ITA,it,https://flagcdn.com/w80/it.png,CMR,cm,https://flagcdn.com/w80/cm.png
1982,Group 2,1982-06-16,,,West Germany,Algeria,1,2,,El Molinón,Gijón,played,FRG,de,https://flagcdn.com/w80/de.png,ALG,dz,https://flagcdn.com/w80/dz.png
1982,Group 2,1982-06-17,,,Chile,Austria,0,1,,Estadio Carlos Tartiere,Oviedo,played,CHI,cl,https://flagcdn.com/w80/cl.png,AUT,at,https://flagcdn.com/w80/at.png
1982,Group 2,1982-06-20,,,West Germany,Chile,4,1,,El Molinón,Gijón,played,FRG,de,https://flagcdn.com/w80/de.png,CHI,cl,https://flagcdn.com/w80/cl.png
1982,Group 2,1982-06-21,,,Algeria,Austria,0,2,,Estadio Carlos Tartiere,Oviedo,played,ALG,dz,https://flagcdn.com/w80/dz.png,AUT,at,https://flagcdn.com/w80/at.png
1982,Group 2,1982-06-24,,,Algeria,Chile,3,2,,Estadio Carlos Tartiere,Oviedo,played,ALG,dz,https://flagcdn.com/w80/dz.png,CHI,cl,https://flagcdn.com/w80/cl.png
1982,Group 2,1982-06-25,,,West Germany,Austria,1,0,,El Molinón,Gijón,played,FRG,de,https://flagcdn.com/w80/de.png,AUT,at,https://flagcdn.com/w80/at.png
1982,Group 3,1982-06-13,,,Argentina,Belgium,0,1,,Camp Nou,Barcelona,played,ARG,ar,https://flagcdn.com/w80/ar.png,BEL,be,https://flagcdn.com/w80/be.png
1982,Group 3,1982-06-15,,,Hungary,El Salvador,10,1,,Nuevo Estadio,Elche,played,HUN,hu,https://flagcdn.com/w80/hu.png,SLV,sv,https://flagcdn.com/w80/sv.png
1982,Group 3,1982-06-18,,,Argentina,Hungary,4,1,,Estadio José Rico Pérez,Alicante,played,ARG,ar,https://flagcdn.com/w80/ar.png,HUN,hu,https://flagcdn.com/w80/hu.png
1982,Group 3,1982-06-19,,,Belgium,El Salvador,1,0,,Nuevo Estadio,Elche,played,BEL,be,https://flagcdn.com/w80/be.png,SLV,sv,https://flagcdn.com/w80/sv.png
1982,Group 3,1982-06-22,,,Belgium,Hungary,1,1,,Nuevo Estadio,Elche,played,BEL,be,https://flagcdn.com/w80/be.png,HUN,hu,https://flagcdn.com/w80/hu.png
1982,Group 3,1982-06-23,,,Argentina,El Salvador,2,0,,Estadio José Rico Pérez,Alicante,played,ARG,ar,https://flagcdn.com/w80/ar.png,SLV,sv,https://flagcdn.com/w80/sv.png
1982,Group 4,1982-06-16,,,England,France,3,1,,Estadio San Mamés,Bilbao,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,FRA,fr,https://flagcdn.com/w80/fr.png
1982,Group 4,1982-06-17,,,Czechoslovakia,Kuwait,1,1,,Estadio José Zorrilla,Valladolid,played,TCH,cz,https://flagcdn.com/w80/cz.png,KUW,kw,https://flagcdn.com/w80/kw.png
1982,Group 4,1982-06-20,,,England,Czechoslovakia,2,0,,Estadio San Mamés,Bilbao,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,TCH,cz,https://flagcdn.com/w80/cz.png
1982,Group 4,1982-06-21,,,France,Kuwait,4,1,,Estadio José Zorrilla,Valladolid,played,FRA,fr,https://flagcdn.com/w80/fr.png,KUW,kw,https://flagcdn.com/w80/kw.png
1982,Group 4,1982-06-24,,,France,Czechoslovakia,1,1,,Estadio José Zorrilla,Valladolid,played,FRA,fr,https://flagcdn.com/w80/fr.png,TCH,cz,https://flagcdn.com/w80/cz.png
1982,Group 4,1982-06-25,,,England,Kuwait,1,0,,Estadio San Mamés,Bilbao,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,KUW,kw,https://flagcdn.com/w80/kw.png
1982,Group 5,1982-06-16,,,Spain,Honduras,1,1,,Estadio Luis Casanova,Valencia,played,ESP,es,https://flagcdn.com/w80/es.png,HON,hn,https://flagcdn.com/w80/hn.png
1982,Group 5,1982-06-17,,,Yugoslavia,Northern Ireland,0,0,,La Romareda,Zaragoza,played,YUG,rs,https://flagcdn.com/w80/rs.png,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png
1982,Group 5,1982-06-20,,,Spain,Yugoslavia,2,1,,Estadio Luis Casanova,Valencia,played,ESP,es,https://flagcdn.com/w80/es.png,YUG,rs,https://flagcdn.com/w80/rs.png
1982,Group 5,1982-06-21,,,Honduras,Northern Ireland,1,1,,La Romareda,Zaragoza,played,HON,hn,https://flagcdn.com/w80/hn.png,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png
1982,Group 5,1982-06-24,,,Honduras,Yugoslavia,0,1,,La Romareda,Zaragoza,played,HON,hn,https://flagcdn.com/w80/hn.png,YUG,rs,https://flagcdn.com/w80/rs.png
1982,Group 5,1982-06-25,,,Spain,Northern Ireland,0,1,,Estadio Luis Casanova,Valencia,played,ESP,es,https://flagcdn.com/w80/es.png,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png
1982,Group 6,1982-06-14,,,Brazil,Soviet Union,2,1,,Estadio Ramón Sánchez Pizjuán,Seville,played,BRA,br,https://flagcdn.com/w80/br.png,URS,ru,https://flagcdn.com/w80/ru.png
1982,Group 6,1982-06-15,,,Scotland,New Zealand,5,2,,Estadio La Rosaleda,Málaga,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,NZL,nz,https://flagcdn.com/w80/nz.png
1982,Group 6,1982-06-18,,,Brazil,Scotland,4,1,,Estadio Benito Villamarín,Seville,played,BRA,br,https://flagcdn.com/w80/br.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1982,Group 6,1982-06-19,,,Soviet Union,New Zealand,3,0,,Estadio La Rosaleda,Málaga,played,URS,ru,https://flagcdn.com/w80/ru.png,NZL,nz,https://flagcdn.com/w80/nz.png
1982,Group 6,1982-06-22,,,Soviet Union,Scotland,2,2,,Estadio La Rosaleda,Málaga,played,URS,ru,https://flagcdn.com/w80/ru.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1982,Group 6,1982-06-23,,,Brazil,New Zealand,4,0,,Estadio Benito Villamarín,Seville,played,BRA,br,https://flagcdn.com/w80/br.png,NZL,nz,https://flagcdn.com/w80/nz.png
1982,Group A,1982-06-28,,,Poland,Belgium,3,0,,Camp Nou,Barcelona,played,POL,pl,https://flagcdn.com/w80/pl.png,BEL,be,https://flagcdn.com/w80/be.png
1982,Group A,1982-07-01,,,Belgium,Soviet Union,0,1,,Camp Nou,Barcelona,played,BEL,be,https://flagcdn.com/w80/be.png,URS,ru,https://flagcdn.com/w80/ru.png
1982,Group A,1982-07-04,,,Soviet Union,Poland,0,0,,Camp Nou,Barcelona,played,URS,ru,https://flagcdn.com/w80/ru.png,POL,pl,https://flagcdn.com/w80/pl.png
1982,Group B,1982-06-29,,,West Germany,England,0,0,,Estadio Santiago Bernabéu,Madrid,played,FRG,de,https://flagcdn.com/w80/de.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1982,Group B,1982-07-02,,,West Germany,Spain,2,1,,Estadio Santiago Bernabéu,Madrid,played,FRG,de,https://flagcdn.com/w80/de.png,ESP,es,https://flagcdn.com/w80/es.png
1982,Group B,1982-07-05,,,Spain,England,0,0,,Estadio Santiago Bernabéu,Madrid,played,ESP,es,https://flagcdn.com/w80/es.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1982,Group C,1982-06-29,,,Italy,Argentina,2,1,,Estadio Sarriá,Barcelona,played,ITA,it,https://flagcdn.com/w80/it.png,ARG,ar,https://flagcdn.com/w80/ar.png
1982,Group C,1982-07-02,,,Argentina,Brazil,1,3,,Estadio Sarriá,Barcelona,played,ARG,ar,https://flagcdn.com/w80/ar.png,BRA,br,https://flagcdn.com/w80/br.png
1982,Group C,1982-07-05,,,Italy,Brazil,3,2,,Estadio Sarriá,Barcelona,played,ITA,it,https://flagcdn.com/w80/it.png,BRA,br,https://flagcdn.com/w80/br.png
1982,Group D,1982-06-28,,,Austria,France,0,1,,Estadio Vicente Calderón,Madrid,played,AUT,at,https://flagcdn.com/w80/at.png,FRA,fr,https://flagcdn.com/w80/fr.png
1982,Group D,1982-07-01,,,Austria,Northern Ireland,2,2,,Estadio Vicente Calderón,Madrid,played,AUT,at,https://flagcdn.com/w80/at.png,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png
1982,Group D,1982-07-04,,,Northern Ireland,France,1,4,,Estadio Vicente Calderón,Madrid,played,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png,FRA,fr,https://flagcdn.com/w80/fr.png
1982,Semi-finals,1982-07-08,,,Poland,Italy,0,2,,Camp Nou,Barcelona,played,POL,pl,https://flagcdn.com/w80/pl.png,ITA,it,https://flagcdn.com/w80/it.png
1982,Semi-finals,1982-07-08,,,West Germany,France,3,3,a.e.t. (1-1) 5-4 pen.,Estadio Ramón Sánchez Pizjuán,Seville,played,FRG,de,https://flagcdn.com/w80/de.png,FRA,fr,https://flagcdn.com/w80/fr.png
1982,Third place match,1982-07-10,,,Poland,France,3,2,,Estadio José Rico Pérez,Alicante,played,POL,pl,https://flagcdn.com/w80/pl.png,FRA,fr,https://flagcdn.com/w80/fr.png
1982,Final,1982-07-11,,,Italy,West Germany,3,1,,Estadio Santiago Bernabéu,,played,ITA,it,https://flagcdn.com/w80/it.png,FRG,de,https://flagcdn.com/w80/de.png
1986,Group A,1986-05-31,,,Bulgaria,Italy,1,1,,Estadio Azteca,Mexico City,played,BUL,bg,https://flagcdn.com/w80/bg.png,ITA,it,https://flagcdn.com/w80/it.png
1986,Group A,1986-06-02,,,Argentina,South Korea,3,1,,Estadio Olímpico Universitario,Mexico City,played,ARG,ar,https://flagcdn.com/w80/ar.png,KOR,kr,https://flagcdn.com/w80/kr.png
1986,Group A,1986-06-05,,,Italy,Argentina,1,1,,Estadio Cuauhtémoc,Puebla,played,ITA,it,https://flagcdn.com/w80/it.png,ARG,ar,https://flagcdn.com/w80/ar.png
1986,Group A,1986-06-05,,,South Korea,Bulgaria,1,1,,Estadio Olímpico Universitario,Mexico City,played,KOR,kr,https://flagcdn.com/w80/kr.png,BUL,bg,https://flagcdn.com/w80/bg.png
1986,Group A,1986-06-10,,,South Korea,Italy,2,3,,Estadio Cuauhtémoc,Puebla,played,KOR,kr,https://flagcdn.com/w80/kr.png,ITA,it,https://flagcdn.com/w80/it.png
1986,Group A,1986-06-10,,,Argentina,Bulgaria,2,0,,Estadio Olímpico Universitario,Mexico City,played,ARG,ar,https://flagcdn.com/w80/ar.png,BUL,bg,https://flagcdn.com/w80/bg.png
1986,Group B,1986-06-03,,,Belgium,Mexico,1,2,,Estadio Azteca,Mexico City,played,BEL,be,https://flagcdn.com/w80/be.png,MEX,mx,https://flagcdn.com/w80/mx.png
1986,Group B,1986-06-04,,,Paraguay,Iraq,1,0,,Estadio Nemesio Díez,Toluca,played,PAR,py,https://flagcdn.com/w80/py.png,IRQ,iq,https://flagcdn.com/w80/iq.png
1986,Group B,1986-06-07,,,Mexico,Paraguay,1,1,,Estadio Azteca,Mexico City,played,MEX,mx,https://flagcdn.com/w80/mx.png,PAR,py,https://flagcdn.com/w80/py.png
1986,Group B,1986-06-08,,,Iraq,Belgium,1,2,,Estadio Nemesio Díez,Toluca,played,IRQ,iq,https://flagcdn.com/w80/iq.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Group B,1986-06-11,,,Iraq,Mexico,0,1,,Estadio Azteca,Mexico City,played,IRQ,iq,https://flagcdn.com/w80/iq.png,MEX,mx,https://flagcdn.com/w80/mx.png
1986,Group B,1986-06-11,,,Paraguay,Belgium,2,2,,Estadio Nemesio Díez,Toluca,played,PAR,py,https://flagcdn.com/w80/py.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Group C,1986-06-01,,,Canada,France,0,1,,Estadio Nou Camp,León,played,CAN,ca,https://flagcdn.com/w80/ca.png,FRA,fr,https://flagcdn.com/w80/fr.png
1986,Group C,1986-06-02,,,Soviet Union,Hungary,6,0,,Estadio Sergio León Chavez,Irapuato,played,URS,ru,https://flagcdn.com/w80/ru.png,HUN,hu,https://flagcdn.com/w80/hu.png
1986,Group C,1986-06-05,,,France,Soviet Union,1,1,,Estadio Nou Camp,León,played,FRA,fr,https://flagcdn.com/w80/fr.png,URS,ru,https://flagcdn.com/w80/ru.png
1986,Group C,1986-06-06,,,Hungary,Canada,2,0,,Estadio Sergio León Chavez,Irapuato,played,HUN,hu,https://flagcdn.com/w80/hu.png,CAN,ca,https://flagcdn.com/w80/ca.png
1986,Group C,1986-06-09,,,Hungary,France,0,3,,Estadio Nou Camp,León,played,HUN,hu,https://flagcdn.com/w80/hu.png,FRA,fr,https://flagcdn.com/w80/fr.png
1986,Group C,1986-06-09,,,Soviet Union,Canada,2,0,,Estadio Sergio León Chavez,Irapuato,played,URS,ru,https://flagcdn.com/w80/ru.png,CAN,ca,https://flagcdn.com/w80/ca.png
1986,Group D,1986-06-01,,,Spain,Brazil,0,1,,Estadio Jalisco,Guadalajara,played,ESP,es,https://flagcdn.com/w80/es.png,BRA,br,https://flagcdn.com/w80/br.png
1986,Group D,1986-06-03,,,Algeria,Northern Ireland,1,1,,Estadio Tres de Marzo,Guadalajara,played,ALG,dz,https://flagcdn.com/w80/dz.png,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png
1986,Group D,1986-06-06,,,Brazil,Algeria,1,0,,Estadio Jalisco,Guadalajara,played,BRA,br,https://flagcdn.com/w80/br.png,ALG,dz,https://flagcdn.com/w80/dz.png
1986,Group D,1986-06-07,,,Northern Ireland,Spain,1,2,,Estadio Tres de Marzo,Guadalajara,played,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png,ESP,es,https://flagcdn.com/w80/es.png
1986,Group D,1986-06-12,,,Northern Ireland,Brazil,0,3,,Estadio Jalisco,Guadalajara,played,NIR,gb-nir,https://flagcdn.com/w80/gb-nir.png,BRA,br,https://flagcdn.com/w80/br.png
1986,Group D,1986-06-12,,,Algeria,Spain,0,3,,Estadio Tecnológico,Monterrey,played,ALG,dz,https://flagcdn.com/w80/dz.png,ESP,es,https://flagcdn.com/w80/es.png
1986,Group E,1986-06-04,,,Uruguay,West Germany,1,1,,Estadio La Corregidora,Querétaro,played,URU,uy,https://flagcdn.com/w80/uy.png,FRG,de,https://flagcdn.com/w80/de.png
1986,Group E,1986-06-04,,,Scotland,Denmark,0,1,,Estadio Neza 86,Nezahualcóyotl,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,DEN,dk,https://flagcdn.com/w80/dk.png
1986,Group E,1986-06-08,,,West Germany,Scotland,2,1,,Estadio La Corregidora,Querétaro,played,FRG,de,https://flagcdn.com/w80/de.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1986,Group E,1986-06-08,,,Denmark,Uruguay,6,1,,Estadio Neza 86,Nezahualcóyotl,played,DEN,dk,https://flagcdn.com/w80/dk.png,URU,uy,https://flagcdn.com/w80/uy.png
1986,Group E,1986-06-13,,,Denmark,West Germany,2,0,,Estadio La Corregidora,Querétaro,played,DEN,dk,https://flagcdn.com/w80/dk.png,FRG,de,https://flagcdn.com/w80/de.png
1986,Group E,1986-06-13,,,Scotland,Uruguay,0,0,,Estadio Neza 86,Nezahualcóyotl,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,URU,uy,https://flagcdn.com/w80/uy.png
1986,Group F,1986-06-02,,,Morocco,Poland,0,0,,Estadio Universitario,Monterrey,played,MAR,ma,https://flagcdn.com/w80/ma.png,POL,pl,https://flagcdn.com/w80/pl.png
1986,Group F,1986-06-03,,,Portugal,England,1,0,,Estadio Tecnológico,Monterrey,played,POR,pt,https://flagcdn.com/w80/pt.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1986,Group F,1986-06-06,,,England,Morocco,0,0,,Estadio Tecnológico,Monterrey,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,MAR,ma,https://flagcdn.com/w80/ma.png
1986,Group F,1986-06-07,,,Poland,Portugal,1,0,,Estadio Universitario,Monterrey,played,POL,pl,https://flagcdn.com/w80/pl.png,POR,pt,https://flagcdn.com/w80/pt.png
1986,Group F,1986-06-11,,,Portugal,Morocco,1,3,,Estadio Tres de Marzo,Guadalajara,played,POR,pt,https://flagcdn.com/w80/pt.png,MAR,ma,https://flagcdn.com/w80/ma.png
1986,Group F,1986-06-11,,,England,Poland,3,0,,Estadio Tecnológico,Monterrey,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,POL,pl,https://flagcdn.com/w80/pl.png
1986,Round of 16,1986-06-15,,,Mexico,Bulgaria,2,0,,Estadio Azteca,Mexico City,played,MEX,mx,https://flagcdn.com/w80/mx.png,BUL,bg,https://flagcdn.com/w80/bg.png
1986,Round of 16,1986-06-15,,,Soviet Union,Belgium,3,4,a.e.t. (2-2),Estadio Nou Camp,León,played,URS,ru,https://flagcdn.com/w80/ru.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Round of 16,1986-06-16,,,Argentina,Uruguay,1,0,,Estadio Cuauhtémoc,Puebla,played,ARG,ar,https://flagcdn.com/w80/ar.png,URU,uy,https://flagcdn.com/w80/uy.png
1986,Round of 16,1986-06-16,,,Brazil,Poland,4,0,,Estadio Jalisco,Guadalajara,played,BRA,br,https://flagcdn.com/w80/br.png,POL,pl,https://flagcdn.com/w80/pl.png
1986,Round of 16,1986-06-17,,,Italy,France,0,2,,Estadio Olímpico Universitario,Mexico City,played,ITA,it,https://flagcdn.com/w80/it.png,FRA,fr,https://flagcdn.com/w80/fr.png
1986,Round of 16,1986-06-17,,,Morocco,West Germany,0,1,,Estadio Universitario,Monterrey,played,MAR,ma,https://flagcdn.com/w80/ma.png,FRG,de,https://flagcdn.com/w80/de.png
1986,Round of 16,1986-06-18,,,England,Paraguay,3,0,,Estadio Azteca,Mexico City,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,PAR,py,https://flagcdn.com/w80/py.png
1986,Round of 16,1986-06-18,,,Denmark,Spain,1,5,,Estadio La Corregidora,Querétaro,played,DEN,dk,https://flagcdn.com/w80/dk.png,ESP,es,https://flagcdn.com/w80/es.png
1986,Quarter-finals,1986-06-21,,,Brazil,France,1,1,a.e.t. (1-1) 3-4 pen.,Estadio Jalisco,Guadalajara,played,BRA,br,https://flagcdn.com/w80/br.png,FRA,fr,https://flagcdn.com/w80/fr.png
1986,Quarter-finals,1986-06-21,,,West Germany,Mexico,0,0,a.e.t. (0-0) 4-1 pen.,Estadio Universitario,Monterrey,played,FRG,de,https://flagcdn.com/w80/de.png,MEX,mx,https://flagcdn.com/w80/mx.png
1986,Quarter-finals,1986-06-22,,,Spain,Belgium,1,1,a.e.t. (1-1) 4-5 pen.,Estadio Cuauhtémoc,Puebla,played,ESP,es,https://flagcdn.com/w80/es.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Quarter-finals,1986-06-22,,,Argentina,England,2,1,,Estadio Azteca,Mexico City,played,ARG,ar,https://flagcdn.com/w80/ar.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1986,Semi-finals,1986-06-25,,,Argentina,Belgium,2,0,,Estadio Azteca,Mexico City,played,ARG,ar,https://flagcdn.com/w80/ar.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Semi-finals,1986-06-25,,,France,West Germany,0,2,,Estadio Jalisco,Guadalajara,played,FRA,fr,https://flagcdn.com/w80/fr.png,FRG,de,https://flagcdn.com/w80/de.png
